Pokemon,Nat,teamSprite,homeSprite,HP,Atk,Def,SpA,SpD,Spe,Total,Type_I,Type_II,Species,Height_(m),Weight_(kg),Ability_I,Ability_II,Hidden_Ability,EV_Yield,Egg_Group_I,Egg_Group_II,Gender_(%_Male),Evolve
Zoroark,571,zoroark.png,571.png,60,105,60,120,60,105,510,Dark,xx,Illusion Fox Pokémon,xx,81.1,illusion,null,null,2 SpA,ground,null,xx,xx
Zoroark-hisui,571,zoroark-hisui.png,571.png,60,105,60,120,60,105,510,Normal,Ghost,Illusion Fox Pokémon,xx,xx,illusion,null,null,xx,ground,null,xx,xx
Minccino,572,minccino.png,572.png,55,50,40,40,40,75,300,Normal,xx,Chinchilla Pokémon,xx,5.8,cute-charm,technician,skill-link,1 Spe,ground,null,xx,xx
Cinccino,573,cinccino.png,573.png,75,95,60,65,60,115,470,Normal,xx,Scarf Pokémon,xx,7.5,cute-charm,technician,skill-link,2 Spe,ground,null,xx,xx
Gothita,574,gothita.png,574.png,45,30,50,55,65,45,290,Psychic,xx,Fixation Pokémon,xx,5.8,frisk,competitive,shadow-tag,1 SpD,humanshape,null,xx,xx
Gothorita,575,gothorita.png,575.png,60,45,70,75,85,55,390,Psychic,xx,Manipulate Pokémon,xx,18,frisk,competitive,shadow-tag,2 SpD,humanshape,null,xx,xx
Gothitelle,576,gothitelle.png,576.png,70,55,95,95,110,65,490,Psychic,xx,Astral Body Pokémon,xx,44,frisk,competitive,shadow-tag,3 SpD,humanshape,null,xx,xx
Solosis,577,solosis.png,577.png,45,30,40,105,50,20,290,Psychic,xx,Cell Pokémon,xx,1,overcoat,magic-guard,regenerator,1 SpA,indeterminate,null,xx,xx
Duosion,578,duosion.png,578.png,65,40,50,125,60,30,370,Psychic,xx,Mitosis Pokémon,xx,8,overcoat,magic-guard,regenerator,2 SpA,indeterminate,null,xx,xx
Reuniclus,579,reuniclus.png,579.png,110,65,75,125,85,30,490,Psychic,xx,Multiplying Pokémon,xx,20.1,overcoat,magic-guard,regenerator,3 SpA,indeterminate,null,xx,xx
Ducklett,580,ducklett.png,580.png,62,44,50,44,50,55,305,Water,Flying,Water Bird Pokémon,xx,5.5,keen-eye,big-pecks,hydration,1 HP,water1,flying,xx,xx
Swanna,581,swanna.png,581.png,75,87,63,87,63,98,473,Water,Flying,White Bird Pokémon,xx,24.2,keen-eye,big-pecks,hydration,2 Spe,water1,flying,xx,xx
Vanillite,582,vanillite.png,582.png,36,50,50,65,60,44,305,Ice,xx,Fresh Snow Pokémon,xx,5.7,ice-body,snow-cloak,weak-armor,1 SpA,mineral,null,xx,xx
Vanillish,583,vanillish.png,583.png,51,65,65,80,75,59,395,Ice,xx,Icy Snow Pokémon,xx,41,ice-body,snow-cloak,weak-armor,2 SpA,mineral,null,xx,xx
Vanilluxe,584,vanilluxe.png,584.png,71,95,85,110,95,79,535,Ice,xx,Snowstorm Pokémon,xx,57.5,ice-body,snow-warning,weak-armor,3 SpA,mineral,null,xx,xx
Deerling,585,deerling.png,585.png,60,60,50,40,50,75,335,Normal,Grass,Season Pokémon,xx,19.5,chlorophyll,sap-sipper,serene-grace,1 Spe,ground,null,xx,xx
Sawsbuck,586,sawsbuck.png,586.png,80,100,70,60,70,95,475,Normal,Grass,Season Pokémon,xx,92.5,chlorophyll,sap-sipper,serene-grace,2 Atk,ground,null,xx,xx
Emolga,587,emolga.png,587.png,55,75,60,75,60,103,428,Electric,Flying,Sky Squirrel Pokémon,xx,5,static,null,motor-drive,2 Spe,ground,null,xx,xx
Karrablast,588,karrablast.png,588.png,50,75,45,40,45,60,315,Bug,xx,Clamping Pokémon,xx,5.9,swarm,shed-skin,no-guard,1 Atk,bug,null,xx,xx
Escavalier,589,escavalier.png,589.png,70,135,105,60,105,20,495,Bug,Steel,Cavalry Pokémon,xx,33,swarm,shell-armor,overcoat,2 Atk,bug,null,xx,xx
Foongus,590,foongus.png,590.png,69,55,45,55,55,15,294,Grass,Poison,Mushroom Pokémon,xx,1,effect-spore,null,regenerator,1 HP,plant,null,xx,xx
Amoonguss,591,amoonguss.png,591.png,114,85,70,85,80,30,464,Grass,Poison,Mushroom Pokémon,xx,10.5,effect-spore,null,regenerator,2 HP,plant,null,xx,xx
Frillish,592,frillish.png,592.png,55,40,50,65,85,40,335,Water,Ghost,Floating Pokémon,xx,33,water-absorb,cursed-body,damp,1 SpD,indeterminate,null,xx,xx
Jellicent,593,jellicent.png,593.png,100,60,70,85,105,60,480,Water,Ghost,Floating Pokémon,xx,135,water-absorb,cursed-body,damp,2 SpD,indeterminate,null,xx,xx
Alomomola,594,alomomola.png,594.png,165,75,80,40,45,65,470,Water,xx,Caring Pokémon,xx,31.6,healer,hydration,regenerator,2 HP,water1,water2,xx,xx
Joltik,595,joltik.png,595.png,50,47,50,57,50,65,319,Bug,Electric,Attaching Pokémon,xx,0.6,compound-eyes,unnerve,swarm,1 Spe,bug,null,xx,xx
Galvantula,596,galvantula.png,596.png,70,77,60,97,60,108,472,Bug,Electric,EleSpider Pokémon,xx,14.3,compound-eyes,unnerve,swarm,2 Spe,bug,null,xx,xx
Ferroseed,597,ferroseed.png,597.png,44,50,91,24,86,10,305,Grass,Steel,Thorn Seed Pokémon,xx,18.8,iron-barbs,null,null,1 Def,plant,mineral,xx,xx
Ferrothorn,598,ferrothorn.png,598.png,74,94,131,54,116,20,489,Grass,Steel,Thorn Pod Pokémon,xx,110,iron-barbs,null,anticipation,2 Def,plant,mineral,xx,xx
Klink,599,klink.png,599.png,40,55,70,45,60,30,300,Steel,xx,Gear Pokémon,xx,21,plus,minus,clear-body,1 Def,mineral,null,xx,xx
Klang,600,klang.png,600.png,60,80,95,70,85,50,440,Steel,xx,Gear Pokémon,xx,51,plus,minus,clear-body,2 Def,mineral,null,xx,xx
Klinklang,601,klinklang.png,601.png,60,100,115,70,85,90,520,Steel,xx,Gear Pokémon,xx,81,plus,minus,clear-body,3 Def,mineral,null,xx,xx
Tynamo,602,tynamo.png,602.png,35,55,40,45,40,60,275,Electric,xx,EleFish Pokémon,xx,0.3,levitate,null,null,1 Spe,indeterminate,null,xx,xx
Eelektrik,603,eelektrik.png,603.png,65,85,70,75,70,40,405,Electric,xx,EleFish Pokémon,xx,22,levitate,null,null,2 Atk,indeterminate,null,xx,xx
Eelektross,604,eelektross.png,604.png,85,115,80,105,80,50,515,Electric,xx,EleFish Pokémon,xx,80.5,levitate,null,null,3 Atk,indeterminate,null,xx,xx
Elgyem,605,elgyem.png,605.png,55,55,55,85,55,30,335,Psychic,xx,Cerebral Pokémon,xx,9,telepathy,synchronize,analytic,1 SpA,humanshape,null,xx,xx
Beheeyem,606,beheeyem.png,606.png,75,75,75,125,95,40,485,Psychic,xx,Cerebral Pokémon,xx,34.5,telepathy,synchronize,analytic,2 SpA,humanshape,null,xx,xx
Litwick,607,litwick.png,607.png,50,30,55,65,55,20,275,Ghost,Fire,Candle Pokémon,xx,3.1,flash-fire,flame-body,infiltrator,1 SpA,indeterminate,null,xx,xx
Lampent,608,lampent.png,608.png,60,40,60,95,60,55,370,Ghost,Fire,Lamp Pokémon,xx,13,flash-fire,flame-body,infiltrator,2 SpA,indeterminate,null,xx,xx
Chandelure,609,chandelure.png,609.png,60,55,90,145,90,80,520,Ghost,Fire,Luring Pokémon,xx,34.3,flash-fire,flame-body,infiltrator,3 SpA,indeterminate,null,xx,xx
Axew,610,axew.png,610.png,46,87,60,30,40,57,320,Dragon,xx,Tusk Pokémon,xx,18,rivalry,mold-breaker,unnerve,1 Atk,monster,dragon,xx,xx
Fraxure,611,fraxure.png,611.png,66,117,70,40,50,67,410,Dragon,xx,Axe Jaw Pokémon,xx,36,rivalry,mold-breaker,unnerve,2 Atk,dragon,monster,xx,xx
Haxorus,612,haxorus.png,612.png,76,147,90,60,70,97,540,Dragon,xx,Axe Jaw Pokémon,xx,105.5,rivalry,mold-breaker,unnerve,3 Atk,monster,dragon,xx,xx
Cubchoo,613,cubchoo.png,613.png,55,70,40,60,40,40,305,Ice,xx,Chill Pokémon,xx,8.5,snow-cloak,slush-rush,rattled,1 Atk,ground,null,xx,xx
Beartic,614,beartic.png,614.png,95,130,80,70,80,50,505,Ice,xx,Freezing Pokémon,xx,260,snow-cloak,slush-rush,swift-swim,2 Atk,ground,null,xx,xx
Cryogonal,615,cryogonal.png,615.png,80,50,50,95,135,105,515,Ice,xx,Crystallizing Pokémon,xx,148,levitate,null,null,2 SpD,mineral,null,xx,xx
Shelmet,616,shelmet.png,616.png,50,40,85,40,65,25,305,Bug,xx,Snail Pokémon,xx,7.7,hydration,shell-armor,overcoat,1 Def,bug,null,xx,xx
Accelgor,617,accelgor.png,617.png,80,70,40,100,60,145,495,Bug,xx,Shell Out Pokémon,xx,25.3,hydration,sticky-hold,unburden,2 Spe,bug,null,xx,xx
Stunfisk,618,stunfisk.png,618.png,109,66,84,81,99,32,471,Ground,Electric,Trap Pokémon,xx,11,static,limber,sand-veil,2 HP,water1,indeterminate,xx,xx
Stunfisk-galar,618,stunfisk-galar.png,618.png,109,81,99,66,84,32,471,Ground,Steel,Trap Pokémon,xx,xx,static,limber,sand-veil,xx,water1,indeterminate,xx,xx
Mienfoo,619,mienfoo.png,619.png,45,85,50,55,50,65,350,Fighting,xx,Martial Arts Pokémon,xx,20,inner-focus,regenerator,reckless,1 Atk,ground,humanshape,xx,xx
Mienshao,620,mienshao.png,620.png,65,125,60,95,60,105,510,Fighting,xx,Martial Arts Pokémon,xx,35.5,inner-focus,regenerator,reckless,2 Atk,ground,humanshape,xx,xx
Druddigon,621,druddigon.png,621.png,77,120,90,60,90,48,485,Dragon,xx,Cave Pokémon,xx,139,rough-skin,sheer-force,mold-breaker,2 Atk,monster,dragon,xx,xx
Golett,622,golett.png,622.png,59,74,50,35,50,35,303,Ground,Ghost,Automaton Pokémon,xx,92,iron-fist,klutz,no-guard,1 Atk,mineral,null,xx,xx
Golurk,623,golurk.png,623.png,89,124,80,55,80,55,483,Ground,Ghost,Automaton Pokémon,xx,330,iron-fist,klutz,no-guard,2 Atk,mineral,null,xx,xx
Pawniard,624,pawniard.png,624.png,45,85,70,40,40,60,340,Dark,Steel,Sharp Blade Pokémon,xx,10.2,defiant,inner-focus,pressure,1 Atk,humanshape,null,xx,xx
Bisharp,625,bisharp.png,625.png,65,125,100,60,70,70,490,Dark,Steel,Sword Blade Pokémon,xx,70,defiant,inner-focus,pressure,2 Atk,humanshape,null,xx,xx
Bouffalant,626,bouffalant.png,626.png,95,110,95,40,95,55,490,Normal,xx,Bash Buffalo Pokémon,xx,94.6,reckless,sap-sipper,soundproof,2 Atk,ground,null,xx,xx
Rufflet,627,rufflet.png,627.png,70,83,50,37,50,60,350,Normal,Flying,Eaglet Pokémon,xx,10.5,keen-eye,sheer-force,hustle,1 Atk,flying,null,xx,xx
Braviary,628,braviary.png,628.png,100,123,75,57,75,80,510,Normal,Flying,Valiant Pokémon,xx,41,keen-eye,sheer-force,defiant,2 Atk,flying,null,xx,xx
Braviary-hisui,628,braviary-hisui.png,628.png,110,83,70,112,70,65,510,Psychic,Flying,Valiant Pokémon,xx,xx,keen-eye,sheer-force,defiant,xx,flying,null,xx,xx
Vullaby,629,vullaby.png,629.png,70,55,75,45,65,60,370,Dark,Flying,Diapered Pokémon,xx,9,big-pecks,overcoat,weak-armor,1 Def,flying,null,xx,xx
Mandibuzz,630,mandibuzz.png,630.png,110,65,105,55,95,80,510,Dark,Flying,Bone Vulture Pokémon,xx,39.5,big-pecks,overcoat,weak-armor,2 SpA,flying,null,xx,xx
Heatmor,631,heatmor.png,631.png,85,97,66,105,66,65,484,Fire,xx,Anteater Pokémon,xx,58,gluttony,flash-fire,white-smoke,2 SpA,ground,null,xx,xx
Durant,632,durant.png,632.png,58,109,112,48,48,109,484,Bug,Steel,Iron Ant Pokémon,xx,33,swarm,hustle,truant,2 Def,bug,null,xx,xx
Deino,633,deino.png,633.png,52,65,50,45,50,38,300,Dark,Dragon,Irate Pokémon,xx,17.3,hustle,null,null,1 Atk,dragon,null,xx,xx
Zweilous,634,zweilous.png,634.png,72,85,70,65,70,58,420,Dark,Dragon,Hostile Pokémon,xx,50,hustle,null,null,2 Atk,dragon,null,xx,xx
Hydreigon,635,hydreigon.png,635.png,92,105,90,125,90,98,600,Dark,Dragon,Brutal Pokémon,xx,160,levitate,null,null,3 SpA,dragon,null,xx,xx
Larvesta,636,larvesta.png,636.png,55,85,55,50,55,60,360,Bug,Fire,Torch Pokémon,xx,28.8,flame-body,null,swarm,1 Atk,bug,null,xx,xx
Volcarona,637,volcarona.png,637.png,85,60,65,135,105,100,550,Bug,Fire,Sun Pokémon,xx,46,flame-body,null,swarm,3 SpA,bug,null,xx,xx
Cobalion,638,cobalion.png,638.png,91,90,129,90,72,108,580,Steel,Fighting,Iron Will Pokémon,xx,250,justified,null,null,3 Def,no-eggs,null,xx,xx
Terrakion,639,terrakion.png,639.png,91,129,90,72,90,108,580,Rock,Fighting,Cavern Pokémon,xx,260,justified,null,null,3 Atk,no-eggs,null,xx,xx
Virizion,640,virizion.png,640.png,91,90,72,90,129,108,580,Grass,Fighting,Grassland Pokémon,xx,200,justified,null,null,3 SpD,no-eggs,null,xx,xx
Tornadus,641,tornadus.png,641.png,79,115,70,125,80,111,580,Flying,xx,Cyclone Pokémon,xx,63,prankster,null,defiant,3 Atk,no-eggs,null,xx,xx
Thundurus,642,thundurus.png,642.png,79,115,70,125,80,111,580,Electric,Flying,Bolt Strike Pokémon,xx,61,prankster,null,defiant,3 Atk,no-eggs,null,xx,xx
Reshiram,643,reshiram.png,643.png,100,120,100,150,120,90,680,Dragon,Fire,Vast White Pokémon,xx,330,turboblaze,null,null,3 SpA,no-eggs,null,xx,xx
Zekrom,644,zekrom.png,644.png,100,150,120,120,100,90,680,Dragon,Electric,Deep Black Pokémon,xx,345,teravolt,null,null,3 Atk,no-eggs,null,xx,xx
Landorus,645,landorus.png,645.png,89,125,90,115,80,101,600,Ground,Flying,Abundance Pokémon,xx,68,sand-force,null,sheer-force,3 SpA,no-eggs,null,xx,xx
Kyurem,646,kyurem.png,646.png,125,130,90,130,90,95,660,Dragon,Ice,Boundary Pokémon,xx,325,pressure,null,null,"1 HP, 1 Atk, 1 SpA",no-eggs,null,xx,xx
Keldeo,647,keldeo.png,647.png,91,72,90,129,90,108,580,Water,Fighting,Colt Pokémon,xx,48.5,justified,null,null,3 SpA,no-eggs,null,xx,xx
Meloetta (A),648,meloetta.png,648.png,100,77,77,128,128,90,600,Normal,Psychic,Melody Pokémon,xx,6.5,serene-grace,null,null,"1 Spe, 1 SpA, 1 SpD",no-eggs,null,xx,xx
Genesect,649,genesect.png,649.png,71,120,95,120,95,99,600,Bug,Steel,Paleozoic Pokémon,xx,82.5,download,null,null,"1 Atk, 1 Spe, 1 SpA",no-eggs,null,xx,xx
Chespin,650,chespin.png,650.png,56,61,65,48,45,38,313,Grass,xx,Spiny Nut Pokémon,xx,xx,overgrow,null,bulletproof,xx,ground,null,xx,xx
Quilladin,651,quilladin.png,651.png,61,78,95,56,58,57,405,Grass,xx,Spiny Armor Pokémon,xx,xx,overgrow,null,bulletproof,xx,ground,null,xx,xx
Chesnaught,652,chesnaught.png,652.png,88,107,122,74,75,64,530,Grass,Fighting,Spiny Armor Pokémon,xx,xx,overgrow,null,bulletproof,xx,ground,null,xx,xx
Fennekin,653,fennekin.png,653.png,40,45,40,62,60,60,307,Fire,xx,Fox Pokémon,xx,xx,blaze,null,magician,xx,ground,null,xx,xx
Braixen,654,braixen.png,654.png,59,59,58,90,70,73,409,Fire,xx,Fox Pokémon,xx,xx,blaze,null,magician,xx,ground,null,xx,xx
Delphox,655,delphox.png,655.png,75,69,72,114,100,104,534,Fire,Psychic,Fox Pokémon,xx,xx,blaze,null,magician,xx,ground,null,xx,xx
Froakie,656,froakie.png,656.png,41,56,40,62,44,71,314,Water,xx,Bubble Frog Pokémon,xx,xx,torrent,null,protean,xx,water1,null,xx,xx
Frogadier,657,frogadier.png,657.png,54,63,52,83,56,97,405,Water,xx,Bubble Frog Pokémon,xx,xx,torrent,null,protean,xx,water1,null,xx,xx
Greninja,658,greninja.png,658.png,72,95,67,103,71,122,530,Water,Dark,Ninja Pokémon,xx,xx,torrent,null,protean,xx,water1,null,xx,xx
Bunnelby,659,bunnelby.png,659.png,38,36,38,32,36,57,237,Normal,xx,Digging Pokémon,xx,xx,pickup,cheek-pouch,huge-power,xx,ground,null,xx,xx
Diggersby,660,diggersby.png,660.png,85,56,77,50,77,78,423,Normal,Ground,Digging Pokémon,xx,xx,pickup,cheek-pouch,huge-power,xx,ground,null,xx,xx
Fletchling,661,fletchling.png,661.png,45,50,43,40,38,62,278,Normal,Flying,Tiny Robin Pokémon,xx,xx,big-pecks,null,gale-wings,xx,flying,null,xx,xx
Fletchinder,662,fletchinder.png,662.png,62,73,55,56,52,84,382,Fire,Flying,Ember Pokémon,xx,xx,flame-body,null,gale-wings,xx,flying,null,xx,xx
Talonflame,663,talonflame.png,663.png,78,81,71,74,69,126,499,Fire,Flying,Scorching Pokémon,xx,xx,flame-body,null,gale-wings,xx,flying,null,xx,xx
Scatterbug,664,scatterbug.png,664.png,38,35,40,27,25,35,200,Bug,xx,Scatterdust Pokémon,xx,xx,shield-dust,compound-eyes,friend-guard,xx,bug,null,xx,xx
Spewpa,665,spewpa.png,665.png,45,22,60,27,30,29,213,Bug,xx,Scatterdust Pokémon,xx,xx,shed-skin,null,friend-guard,xx,bug,null,xx,xx
Vivillon,666,vivillon.png,666.png,80,52,50,90,50,89,411,Bug,Flying,Scale Pokémon,xx,xx,shield-dust,compound-eyes,friend-guard,xx,bug,null,xx,xx
Litleo,667,litleo.png,667.png,62,50,58,73,54,72,369,Fire,Normal,Lion Cub Pokémon,xx,xx,rivalry,unnerve,moxie,xx,ground,null,xx,xx
Pyroar,668,pyroar.png,668.png,86,68,72,109,66,106,507,Fire,Normal,Royal Pokémon,xx,xx,rivalry,unnerve,moxie,xx,ground,null,xx,xx
Flabebe,669,flabebe.png,669.png,44,38,39,61,79,42,303,Fairy,xx,Single Bloom Pokémon,xx,xx,flower-veil,null,symbiosis,xx,fairy,null,xx,xx
Floette,670,floette.png,670.png,54,45,47,75,98,52,371,Fairy,xx,Single Bloom Pokémon,xx,xx,flower-veil,null,symbiosis,xx,fairy,null,xx,xx
Florges,671,florges.png,671.png,78,65,68,112,154,75,552,Fairy,xx,Garden Pokémon,xx,xx,flower-veil,null,symbiosis,xx,fairy,null,xx,xx
Skiddo,672,skiddo.png,672.png,66,65,48,62,57,52,350,Grass,xx,Mount Pokémon,xx,xx,sap-sipper,null,grass-pelt,xx,ground,null,xx,xx
Gogoat,673,gogoat.png,673.png,123,100,62,97,81,68,531,Grass,xx,Mount Pokémon,xx,xx,sap-sipper,null,grass-pelt,xx,ground,null,xx,xx
Pancham,674,pancham.png,674.png,67,82,62,46,48,43,348,Fighting,xx,Playful Pokémon,xx,xx,iron-fist,mold-breaker,scrappy,xx,ground,humanshape,xx,xx
Pangoro,675,pangoro.png,675.png,95,124,78,69,71,58,495,Fighting,Dark,Daunting Pokémon,xx,xx,iron-fist,mold-breaker,scrappy,xx,ground,humanshape,xx,xx
Furfrou,676,furfrou.png,676.png,75,80,60,65,90,102,472,Normal,xx,Poodle Pokémon,xx,xx,fur-coat,null,null,xx,ground,null,xx,xx
Espurr,677,espurr.png,677.png,62,48,54,63,60,68,355,Psychic,xx,Restraint Pokémon,xx,xx,keen-eye,infiltrator,own-tempo,xx,ground,null,xx,xx
Meowstic,678,meowstic.png,678.png,74,48,76,83,81,104,466,Psychic,xx,Constraint Pokémon,xx,xx,keen-eye,infiltrator,prankster,xx,ground,null,xx,xx
Honedge,679,honedge.png,679.png,45,80,100,35,37,28,325,Steel,Ghost,Sword Pokémon,xx,xx,no-guard,null,null,xx,mineral,null,xx,xx
Doublade,680,doublade.png,680.png,59,110,150,45,49,35,448,Steel,Ghost,Sword Pokémon,xx,xx,no-guard,null,null,xx,mineral,null,xx,xx
Aegislash,681,aegislash.png,681.png,60,50,140,50,140,60,500,Steel,Ghost,Royal Sword Pokémon,xx,xx,stance-change,null,null,xx,mineral,null,xx,xx
Spritzee,682,spritzee.png,682.png,78,52,60,63,65,23,341,Fairy,xx,Perfume Pokémon,xx,xx,healer,null,aroma-veil,xx,fairy,null,xx,xx
Aromatisse,683,aromatisse.png,683.png,101,72,72,99,89,29,462,Fairy,xx,Fragrance Pokémon,xx,xx,healer,null,aroma-veil,xx,fairy,null,xx,xx
Swirlix,684,swirlix.png,684.png,62,48,66,59,57,49,341,Fairy,xx,Cotton Candy Pokémon,xx,xx,sweet-veil,null,unburden,xx,fairy,null,xx,xx
Slurpuff,685,slurpuff.png,685.png,82,80,86,85,75,72,480,Fairy,xx,Meringue Pokémon,xx,xx,sweet-veil,null,unburden,xx,fairy,null,xx,xx
Inkay,686,inkay.png,686.png,53,54,53,37,46,45,288,Dark,Psychic,Revolving Pokémon,xx,xx,contrary,suction-cups,infiltrator,xx,water1,water2,xx,xx
Malamar,687,malamar.png,687.png,86,92,88,68,75,73,482,Dark,Psychic,Overturning Pokémon,xx,xx,contrary,suction-cups,infiltrator,xx,water1,water2,xx,xx
Binacle,688,binacle.png,688.png,42,52,67,39,56,50,306,Rock,Water,Two-Handed Pokémon,xx,xx,tough-claws,sniper,pickpocket,xx,water3,null,xx,xx
Barbaracle,689,barbaracle.png,689.png,72,105,115,54,86,68,500,Rock,Water,Collective Pokémon,xx,xx,tough-claws,sniper,pickpocket,xx,water3,null,xx,xx
Skrelp,690,skrelp.png,690.png,50,60,60,60,60,30,320,Poison,Water,Mock Kelp Pokémon,xx,xx,poison-point,poison-touch,adaptability,xx,water1,dragon,xx,xx
Dragalge,691,dragalge.png,691.png,65,75,90,97,123,44,494,Poison,Dragon,Mock Kelp Pokémon,xx,xx,poison-point,poison-touch,adaptability,xx,water1,dragon,xx,xx
Clauncher,692,clauncher.png,692.png,50,53,62,58,63,44,330,Water,xx,Water Gun Pokémon,xx,xx,mega-launcher,null,null,xx,water1,water3,xx,xx
Clawitzer,693,clawitzer.png,693.png,71,73,88,120,89,59,500,Water,xx,Howitzer Pokémon,xx,xx,mega-launcher,null,null,xx,water1,water3,xx,xx
Helioptile,694,helioptile.png,694.png,44,38,33,61,43,70,289,Electric,Normal,Generator Pokémon,xx,xx,dry-skin,sand-veil,solar-power,xx,monster,dragon,xx,xx
Heliolisk,695,heliolisk.png,695.png,62,55,52,109,94,109,481,Electric,Normal,Generator Pokémon,xx,xx,dry-skin,sand-veil,solar-power,xx,monster,dragon,xx,xx
Tyrunt,696,tyrunt.png,696.png,58,89,77,45,45,48,362,Rock,Dragon,Royal Heir Pokémon,xx,xx,strong-jaw,null,sturdy,xx,monster,dragon,xx,xx
Tyrantrum,697,tyrantrum.png,697.png,82,121,119,69,59,71,521,Rock,Dragon,Despot Pokémon,xx,xx,strong-jaw,null,rock-head,xx,monster,dragon,xx,xx
Amaura,698,amaura.png,698.png,77,59,50,67,63,46,362,Rock,Ice,Tundra Pokémon,xx,xx,refrigerate,null,snow-warning,xx,monster,null,xx,xx
Aurorus,699,aurorus.png,699.png,123,77,72,99,92,58,521,Rock,Ice,Tundra Pokémon,xx,xx,refrigerate,null,snow-warning,xx,monster,null,xx,xx
Sylveon,700,sylveon.png,700.png,95,65,65,110,130,60,525,Fairy,xx,Intertwining Pokémon,xx,xx,cute-charm,null,pixilate,xx,ground,null,xx,xx
Hawlucha,701,hawlucha.png,701.png,78,92,75,74,63,118,500,Fighting,Flying,Wrestling Pokémon,xx,xx,limber,unburden,mold-breaker,xx,flying,humanshape,xx,xx
Dedenne,702,dedenne.png,702.png,67,58,57,81,67,101,431,Electric,Fairy,Antenna Pokémon,xx,xx,cheek-pouch,pickup,plus,xx,ground,fairy,xx,xx
Carbink,703,carbink.png,703.png,50,50,150,50,150,50,500,Rock,Fairy,Jewel Pokémon,xx,xx,clear-body,null,sturdy,xx,mineral,fairy,xx,xx
Goomy,704,goomy.png,704.png,45,50,35,55,75,40,300,Dragon,xx,Soft Tissue Pokémon,xx,xx,sap-sipper,hydration,gooey,xx,dragon,null,xx,xx
Sliggoo-hisui,705,sliggoo-hisui.png,705.png,58,75,83,83,113,40,452,Steel,Dragon,Soft Tissue Pokémon,xx,xx,sap-sipper,hydration,gooey,xx,dragon,null,xx,xx
Sliggoo,705,sliggoo.png,705.png,68,75,53,83,113,60,452,Dragon,xx,Soft Tissue Pokémon,xx,xx,sap-sipper,hydration,gooey,xx,dragon,null,xx,xx
Goodra-hisui,706,goodra-hisui.png,706.png,80,100,100,110,150,60,600,Steel,Dragon,Dragon Pokémon,xx,xx,sap-sipper,hydration,gooey,xx,dragon,null,xx,xx
Goodra,706,goodra.png,706.png,90,100,70,110,150,80,600,Dragon,xx,Dragon Pokémon,xx,xx,sap-sipper,hydration,gooey,xx,dragon,null,xx,xx
Klefki,707,klefki.png,707.png,57,80,91,80,87,75,470,Steel,Fairy,Key Ring Pokémon,xx,xx,prankster,null,magician,xx,mineral,null,xx,xx
Phantump,708,phantump.png,708.png,43,70,48,50,60,38,309,Ghost,Grass,Stump Pokémon,xx,xx,natural-cure,frisk,harvest,xx,plant,indeterminate,xx,xx
Trevenant,709,trevenant.png,709.png,85,110,76,65,82,56,474,Ghost,Grass,Elder Tree Pokémon,xx,xx,natural-cure,frisk,harvest,xx,plant,indeterminate,xx,xx
Pumpkaboo,710,pumpkaboo.png,710.png,49,66,70,44,55,51,335,Ghost,Grass,Pumpkin Pokémon,xx,xx,pickup,frisk,insomnia,xx,indeterminate,null,xx,xx
Gourgeist,711,gourgeist.png,711.png,65,90,122,58,75,84,494,Ghost,Grass,Pumpkin Pokémon,xx,xx,pickup,frisk,insomnia,xx,indeterminate,null,xx,xx
Bergmite,712,bergmite.png,712.png,55,69,85,32,35,28,304,Ice,xx,Ice Chunk Pokémon,xx,xx,own-tempo,ice-body,sturdy,xx,monster,mineral,xx,xx
Avalugg-hisui,713,avalugg-hisui.png,713.png,95,127,184,34,36,38,514,Ice,Rock,Iceberg Pokémon,xx,xx,own-tempo,ice-body,sturdy,xx,monster,mineral,xx,xx
Avalugg,713,avalugg.png,713.png,95,117,184,44,46,28,514,Ice,xx,Iceberg Pokémon,xx,xx,own-tempo,ice-body,sturdy,xx,monster,mineral,xx,xx
Noibat,714,noibat.png,714.png,40,30,35,45,40,55,245,Flying,Dragon,Sound Wave Pokémon,xx,xx,frisk,infiltrator,telepathy,xx,dragon,flying,xx,xx
Noivern,715,noivern.png,715.png,85,70,80,97,80,123,535,Flying,Dragon,Sound Wave Pokémon,xx,xx,frisk,infiltrator,telepathy,xx,flying,dragon,xx,xx
Xerneas,716,xerneas.png,716.png,126,131,95,131,98,99,680,Fairy,xx,Life Pokémon,xx,xx,fairy-aura,null,null,xx,no-eggs,null,xx,xx
Yveltal,717,yveltal.png,717.png,126,131,95,131,98,99,680,Dark,Flying,Destruction Pokémon,xx,xx,dark-aura,null,null,xx,no-eggs,null,xx,xx
Zygarde 50%,718,zygarde.png,718.png,108,100,121,81,95,95,600,Dragon,Ground,Order Pokémon,xx,xx,aura-break,null,null,xx,no-eggs,null,xx,xx
Diancie,719,diancie.png,719.png,50,100,150,100,150,50,600,Rock,Fairy,Jewel Pokémon,xx,xx,clear-body,null,null,xx,no-eggs,null,xx,xx
Hoopa,720,hoopa.png,720.png,80,110,60,150,130,70,600,Psychic,Ghost,Mischief Pokémon,xx,xx,magician,null,null,xx,no-eggs,null,xx,xx
Volcanion,721,volcanion.png,721.png,80,110,120,130,90,70,600,Fire,Water,Steam Pokémon,xx,xx,water-absorb,null,null,xx,no-eggs,null,xx,xx
