Pokemon,Nat,teamSprite,homeSprite,HP,Atk,Def,SpA,SpD,Spe,Total,Type_I,Type_II,Species,Height,Weight,Ability_I,Ability_Ii,Hidden_Ability,EV_Yield,Egg_Group_I,Egg_Group_Ii,Gender
Duosion,578,duosion.png,578.png,65,40,50,125,60,30,370,Psychic,null,Mitosis Pokemon,null,8,Overcoat,Magic Guard,Regenerator,2 SpA,Indeterminate,null,null
Reuniclus,579,reuniclus.png,579.png,110,65,75,125,85,30,490,Psychic,null,Multiplying Pokemon,null,20.1,Overcoat,Magic Guard,Regenerator,3 SpA,Indeterminate,null,null
Ducklett,580,ducklett.png,580.png,62,44,50,44,50,55,305,Water,Flying,Water Bird Pokemon,null,5.5,Keen Eye,Big Pecks,Hydration,1 HP,Water1,Flying,null
Swanna,581,swanna.png,581.png,75,87,63,87,63,98,473,Water,Flying,White Bird Pokemon,null,24.2,Keen Eye,Big Pecks,Hydration,2 Spe,Water1,Flying,null
Vanillite,582,vanillite.png,582.png,36,50,50,65,60,44,305,Ice,null,Fresh Snow Pokemon,null,5.7,Ice Body,Snow Cloak,Weak Armor,1 SpA,Mineral,null,null
Vanillish,583,vanillish.png,583.png,51,65,65,80,75,59,395,Ice,null,Icy Snow Pokemon,null,41,Ice Body,Snow Cloak,Weak Armor,2 SpA,Mineral,null,null
Vanilluxe,584,vanilluxe.png,584.png,71,95,85,110,95,79,535,Ice,null,Snowstorm Pokemon,null,57.5,Ice Body,Snow Warning,Weak Armor,3 SpA,Mineral,null,null
Deerling,585,deerling.png,585.png,60,60,50,40,50,75,335,Normal,Grass,Season Pokemon,null,19.5,Chlorophyll,Sap Sipper,Serene Grace,1 Spe,Ground,null,null
Sawsbuck,586,sawsbuck.png,586.png,80,100,70,60,70,95,475,Normal,Grass,Season Pokemon,null,92.5,Chlorophyll,Sap Sipper,Serene Grace,2 Atk,Ground,null,null
Emolga,587,emolga.png,587.png,55,75,60,75,60,103,428,Electric,Flying,Sky Squirrel Pokemon,null,5,Static,null,Motor Drive,2 Spe,Ground,null,null
Karrablast,588,karrablast.png,588.png,50,75,45,40,45,60,315,Bug,null,Clamping Pokemon,null,5.9,Swarm,Shed Skin,No Guard,1 Atk,Bug,null,null
Escavalier,589,escavalier.png,589.png,70,135,105,60,105,20,495,Bug,Steel,Cavalry Pokemon,null,33,Swarm,Shell Armor,Overcoat,2 Atk,Bug,null,null
Foongus,590,foongus.png,590.png,69,55,45,55,55,15,294,Grass,Poison,Mushroom Pokemon,null,1,Effect Spore,null,Regenerator,1 HP,Plant,null,null
Amoonguss,591,amoonguss.png,591.png,114,85,70,85,80,30,464,Grass,Poison,Mushroom Pokemon,null,10.5,Effect Spore,null,Regenerator,2 HP,Plant,null,null
Frillish,592,frillish.png,592.png,55,40,50,65,85,40,335,Water,Ghost,Floating Pokemon,null,33,Water Absorb,Cursed Body,Damp,1 SpD,Indeterminate,null,null
Jellicent,593,jellicent.png,593.png,100,60,70,85,105,60,480,Water,Ghost,Floating Pokemon,null,135,Water Absorb,Cursed Body,Damp,2 SpD,Indeterminate,null,null
Alomomola,594,alomomola.png,594.png,165,75,80,40,45,65,470,Water,null,Caring Pokemon,null,31.6,Healer,Hydration,Regenerator,2 HP,Water1,Water2,null
Joltik,595,joltik.png,595.png,50,47,50,57,50,65,319,Bug,Electric,Attaching Pokemon,null,0.6,Compound Eyes,Unnerve,Swarm,1 Spe,Bug,null,null
Galvantula,596,galvantula.png,596.png,70,77,60,97,60,108,472,Bug,Electric,EleSpider Pokemon,null,14.3,Compound Eyes,Unnerve,Swarm,2 Spe,Bug,null,null
Ferroseed,597,ferroseed.png,597.png,44,50,91,24,86,10,305,Grass,Steel,Thorn Seed Pokemon,null,18.8,Iron Barbs,null,null,1 Def,Plant,Mineral,null
Ferrothorn,598,ferrothorn.png,598.png,74,94,131,54,116,20,489,Grass,Steel,Thorn Pod Pokemon,null,110,Iron Barbs,null,Anticipation,2 Def,Plant,Mineral,null
Klink,599,klink.png,599.png,40,55,70,45,60,30,300,Steel,null,Gear Pokemon,null,21,Plus,Minus,Clear Body,1 Def,Mineral,null,null
Klang,600,klang.png,600.png,60,80,95,70,85,50,440,Steel,null,Gear Pokemon,null,51,Plus,Minus,Clear Body,2 Def,Mineral,null,null
Klinklang,601,klinklang.png,601.png,60,100,115,70,85,90,520,Steel,null,Gear Pokemon,null,81,Plus,Minus,Clear Body,3 Def,Mineral,null,null
Tynamo,602,tynamo.png,602.png,35,55,40,45,40,60,275,Electric,null,EleFish Pokemon,null,0.3,Levitate,null,null,1 Spe,Indeterminate,null,null
Eelektrik,603,eelektrik.png,603.png,65,85,70,75,70,40,405,Electric,null,EleFish Pokemon,null,22,Levitate,null,null,2 Atk,Indeterminate,null,null
Eelektross,604,eelektross.png,604.png,85,115,80,105,80,50,515,Electric,null,EleFish Pokemon,null,80.5,Levitate,null,null,3 Atk,Indeterminate,null,null
Elgyem,605,elgyem.png,605.png,55,55,55,85,55,30,335,Psychic,null,Cerebral Pokemon,null,9,Telepathy,Synchronize,Analytic,1 SpA,Humanshape,null,null
Beheeyem,606,beheeyem.png,606.png,75,75,75,125,95,40,485,Psychic,null,Cerebral Pokemon,null,34.5,Telepathy,Synchronize,Analytic,2 SpA,Humanshape,null,null
Litwick,607,litwick.png,607.png,50,30,55,65,55,20,275,Ghost,Fire,Candle Pokemon,null,3.1,Flash Fire,Flame Body,Infiltrator,1 SpA,Indeterminate,null,null
Lampent,608,lampent.png,608.png,60,40,60,95,60,55,370,Ghost,Fire,Lamp Pokemon,null,13,Flash Fire,Flame Body,Infiltrator,2 SpA,Indeterminate,null,null
Chandelure,609,chandelure.png,609.png,60,55,90,145,90,80,520,Ghost,Fire,Luring Pokemon,null,34.3,Flash Fire,Flame Body,Infiltrator,3 SpA,Indeterminate,null,null
Axew,610,axew.png,610.png,46,87,60,30,40,57,320,Dragon,null,Tusk Pokemon,null,18,Rivalry,Mold Breaker,Unnerve,1 Atk,Monster,Dragon,null
Fraxure,611,fraxure.png,611.png,66,117,70,40,50,67,410,Dragon,null,Axe Jaw Pokemon,null,36,Rivalry,Mold Breaker,Unnerve,2 Atk,Dragon,Monster,null
Haxorus,612,haxorus.png,612.png,76,147,90,60,70,97,540,Dragon,null,Axe Jaw Pokemon,null,105.5,Rivalry,Mold Breaker,Unnerve,3 Atk,Monster,Dragon,null
Cubchoo,613,cubchoo.png,613.png,55,70,40,60,40,40,305,Ice,null,Chill Pokemon,null,8.5,Snow Cloak,Slush Rush,Rattled,1 Atk,Ground,null,null
Beartic,614,beartic.png,614.png,95,130,80,70,80,50,505,Ice,null,Freezing Pokemon,null,260,Snow Cloak,Slush Rush,Swift Swim,2 Atk,Ground,null,null
Cryogonal,615,cryogonal.png,615.png,80,50,50,95,135,105,515,Ice,null,Crystallizing Pokemon,null,148,Levitate,null,null,2 SpD,Mineral,null,null
Shelmet,616,shelmet.png,616.png,50,40,85,40,65,25,305,Bug,null,Snail Pokemon,null,7.7,Hydration,Shell Armor,Overcoat,1 Def,Bug,null,null
Accelgor,617,accelgor.png,617.png,80,70,40,100,60,145,495,Bug,null,Shell Out Pokemon,null,25.3,Hydration,Sticky Hold,Unburden,2 Spe,Bug,null,null
Stunfisk,618,stunfisk.png,618.png,109,66,84,81,99,32,471,Ground,Electric,Trap Pokemon,null,11,Static,Limber,Sand Veil,2 HP,Water1,Indeterminate,null
Stunfisk-galar,618,stunfisk-galar.png,618-galar.png,109,81,99,66,84,32,471,Ground,Steel,Trap Pokemon,null,null,Static,Limber,Sand Veil,null,Water1,Indeterminate,null
Mienfoo,619,mienfoo.png,619.png,45,85,50,55,50,65,350,Fighting,null,Martial Arts Pokemon,null,20,Inner Focus,Regenerator,Reckless,1 Atk,Ground,Humanshape,null
Mienshao,620,mienshao.png,620.png,65,125,60,95,60,105,510,Fighting,null,Martial Arts Pokemon,null,35.5,Inner Focus,Regenerator,Reckless,2 Atk,Ground,Humanshape,null
Druddigon,621,druddigon.png,621.png,77,120,90,60,90,48,485,Dragon,null,Cave Pokemon,null,139,Rough Skin,Sheer Force,Mold Breaker,2 Atk,Monster,Dragon,null
Golett,622,golett.png,622.png,59,74,50,35,50,35,303,Ground,Ghost,Automaton Pokemon,null,92,Iron Fist,Klutz,No Guard,1 Atk,Mineral,null,null
Golurk,623,golurk.png,623.png,89,124,80,55,80,55,483,Ground,Ghost,Automaton Pokemon,null,330,Iron Fist,Klutz,No Guard,2 Atk,Mineral,null,null
Pawniard,624,pawniard.png,624.png,45,85,70,40,40,60,340,Dark,Steel,Sharp Blade Pokemon,null,10.2,Defiant,Inner Focus,Pressure,1 Atk,Humanshape,null,null
Bisharp,625,bisharp.png,625.png,65,125,100,60,70,70,490,Dark,Steel,Sword Blade Pokemon,null,70,Defiant,Inner Focus,Pressure,2 Atk,Humanshape,null,null
Bouffalant,626,bouffalant.png,626.png,95,110,95,40,95,55,490,Normal,null,Bash Buffalo Pokemon,null,94.6,Reckless,Sap Sipper,Soundproof,2 Atk,Ground,null,null
Rufflet,627,rufflet.png,627.png,70,83,50,37,50,60,350,Normal,Flying,Eaglet Pokemon,null,10.5,Keen Eye,Sheer Force,Hustle,1 Atk,Flying,null,null
Braviary,628,braviary.png,628.png,100,123,75,57,75,80,510,Normal,Flying,Valiant Pokemon,null,41,Keen Eye,Sheer Force,Defiant,2 Atk,Flying,null,null
Braviary-hisui,628,braviary-hisui.png,628-hisui.png,110,83,70,112,70,65,510,Psychic,Flying,Valiant Pokemon,null,null,Keen Eye,Sheer Force,Defiant,null,Flying,null,null
Vullaby,629,vullaby.png,629.png,70,55,75,45,65,60,370,Dark,Flying,Diapered Pokemon,null,9,Big Pecks,Overcoat,Weak Armor,1 Def,Flying,null,null
Mandibuzz,630,mandibuzz.png,630.png,110,65,105,55,95,80,510,Dark,Flying,Bone Vulture Pokemon,null,39.5,Big Pecks,Overcoat,Weak Armor,2 SpA,Flying,null,null
Heatmor,631,heatmor.png,631.png,85,97,66,105,66,65,484,Fire,null,Anteater Pokemon,null,58,Gluttony,Flash Fire,White Smoke,2 SpA,Ground,null,null
Durant,632,durant.png,632.png,58,109,112,48,48,109,484,Bug,Steel,Iron Ant Pokemon,null,33,Swarm,Hustle,Truant,2 Def,Bug,null,null
Deino,633,deino.png,633.png,52,65,50,45,50,38,300,Dark,Dragon,Irate Pokemon,null,17.3,Hustle,null,null,1 Atk,Dragon,null,null
Zweilous,634,zweilous.png,634.png,72,85,70,65,70,58,420,Dark,Dragon,Hostile Pokemon,null,50,Hustle,null,null,2 Atk,Dragon,null,null
Hydreigon,635,hydreigon.png,635.png,92,105,90,125,90,98,600,Dark,Dragon,Brutal Pokemon,null,160,Levitate,null,null,3 SpA,Dragon,null,null
Larvesta,636,larvesta.png,636.png,55,85,55,50,55,60,360,Bug,Fire,Torch Pokemon,null,28.8,Flame Body,null,Swarm,1 Atk,Bug,null,null
Volcarona,637,volcarona.png,637.png,85,60,65,135,105,100,550,Bug,Fire,Sun Pokemon,null,46,Flame Body,null,Swarm,3 SpA,Bug,null,null
Cobalion,638,cobalion.png,638.png,91,90,129,90,72,108,580,Steel,Fighting,Iron Will Pokemon,null,250,Justified,null,null,3 Def,No-Eggs,null,null
Terrakion,639,terrakion.png,639.png,91,129,90,72,90,108,580,Rock,Fighting,Cavern Pokemon,null,260,Justified,null,null,3 Atk,No-Eggs,null,null
Virizion,640,virizion.png,640.png,91,90,72,90,129,108,580,Grass,Fighting,Grassland Pokemon,null,200,Justified,null,null,3 SpD,No-Eggs,null,null
Tornadus,641,tornadus.png,641.png,79,115,70,125,80,111,580,Flying,null,Cyclone Pokemon,null,63,Prankster,null,Defiant,3 Atk,No-Eggs,null,null
Thundurus,642,thundurus.png,642.png,79,115,70,125,80,111,580,Electric,Flying,Bolt Strike Pokemon,null,61,Prankster,null,Defiant,3 Atk,No-Eggs,null,null
Reshiram,643,reshiram.png,643.png,100,120,100,150,120,90,680,Dragon,Fire,Vast White Pokemon,null,330,Turboblaze,null,null,3 SpA,No-Eggs,null,null
Zekrom,644,zekrom.png,644.png,100,150,120,120,100,90,680,Dragon,Electric,Deep Black Pokemon,null,345,Teravolt,null,null,3 Atk,No-Eggs,null,null
Landorus,645,landorus.png,645.png,89,125,90,115,80,101,600,Ground,Flying,Abundance Pokemon,null,68,Sand Force,null,Sheer Force,3 SpA,No-Eggs,null,null
Kyurem,646,kyurem.png,646.png,125,130,90,130,90,95,660,Dragon,Ice,Boundary Pokemon,null,325,Pressure,null,null,"1 HP, 1 Atk, 1 SpA",No-Eggs,null,null
Keldeo,647,keldeo.png,647.png,91,72,90,129,90,108,580,Water,Fighting,Colt Pokemon,null,48.5,Justified,null,null,3 SpA,No-Eggs,null,null
Meloetta (A),648,meloetta.png,648.png,100,77,77,128,128,90,600,Normal,Psychic,Melody Pokemon,null,6.5,Serene Grace,null,null,"1 Spe, 1 SpA, 1 SpD",No-Eggs,null,null
Genesect,649,genesect.png,649.png,71,120,95,120,95,99,600,Bug,Steel,Paleozoic Pokemon,null,82.5,Download,null,null,"1 Atk, 1 Spe, 1 SpA",No-Eggs,null,null
Chespin,650,chespin.png,650.png,56,61,65,48,45,38,313,Grass,null,Spiny Nut Pokemon,null,null,Overgrow,null,Bulletproof,null,Ground,null,null
Quilladin,651,quilladin.png,651.png,61,78,95,56,58,57,405,Grass,null,Spiny Armor Pokemon,null,null,Overgrow,null,Bulletproof,null,Ground,null,null
Chesnaught,652,chesnaught.png,652.png,88,107,122,74,75,64,530,Grass,Fighting,Spiny Armor Pokemon,null,null,Overgrow,null,Bulletproof,null,Ground,null,null
Fennekin,653,fennekin.png,653.png,40,45,40,62,60,60,307,Fire,null,Fox Pokemon,null,null,Blaze,null,Magician,null,Ground,null,null
Braixen,654,braixen.png,654.png,59,59,58,90,70,73,409,Fire,null,Fox Pokemon,null,null,Blaze,null,Magician,null,Ground,null,null
Delphox,655,delphox.png,655.png,75,69,72,114,100,104,534,Fire,Psychic,Fox Pokemon,null,null,Blaze,null,Magician,null,Ground,null,null
Froakie,656,froakie.png,656.png,41,56,40,62,44,71,314,Water,null,Bubble Frog Pokemon,null,null,Torrent,null,Protean,null,Water1,null,null
Frogadier,657,frogadier.png,657.png,54,63,52,83,56,97,405,Water,null,Bubble Frog Pokemon,null,null,Torrent,null,Protean,null,Water1,null,null
Greninja,658,greninja.png,658.png,72,95,67,103,71,122,530,Water,Dark,Ninja Pokemon,null,null,Torrent,null,Protean,null,Water1,null,null
Bunnelby,659,bunnelby.png,659.png,38,36,38,32,36,57,237,Normal,null,Digging Pokemon,null,null,Pickup,Cheek Pouch,Huge Power,null,Ground,null,null
Diggersby,660,diggersby.png,660.png,85,56,77,50,77,78,423,Normal,Ground,Digging Pokemon,null,null,Pickup,Cheek Pouch,Huge Power,null,Ground,null,null
Fletchling,661,fletchling.png,661.png,45,50,43,40,38,62,278,Normal,Flying,Tiny Robin Pokemon,null,null,Big Pecks,null,Gale Wings,null,Flying,null,null
Fletchinder,662,fletchinder.png,662.png,62,73,55,56,52,84,382,Fire,Flying,Ember Pokemon,null,null,Flame Body,null,Gale Wings,null,Flying,null,null
Talonflame,663,talonflame.png,663.png,78,81,71,74,69,126,499,Fire,Flying,Scorching Pokemon,null,null,Flame Body,null,Gale Wings,null,Flying,null,null
Scatterbug,664,scatterbug.png,664.png,38,35,40,27,25,35,200,Bug,null,Scatterdust Pokemon,null,null,Shield Dust,Compound Eyes,Friend Guard,null,Bug,null,null
Spewpa,665,spewpa.png,665.png,45,22,60,27,30,29,213,Bug,null,Scatterdust Pokemon,null,null,Shed Skin,null,Friend Guard,null,Bug,null,null
Vivillon,666,vivillon.png,666.png,80,52,50,90,50,89,411,Bug,Flying,Scale Pokemon,null,null,Shield Dust,Compound Eyes,Friend Guard,null,Bug,null,null
Litleo,667,litleo.png,667.png,62,50,58,73,54,72,369,Fire,Normal,Lion Cub Pokemon,null,null,Rivalry,Unnerve,Moxie,null,Ground,null,null
Pyroar,668,pyroar.png,668.png,86,68,72,109,66,106,507,Fire,Normal,Royal Pokemon,null,null,Rivalry,Unnerve,Moxie,null,Ground,null,null
Flabebe,669,flabebe.png,669.png,44,38,39,61,79,42,303,Fairy,null,Single Bloom Pokemon,null,null,Flower Veil,null,Symbiosis,null,Fairy,null,null
Floette,670,floette.png,670.png,54,45,47,75,98,52,371,Fairy,null,Single Bloom Pokemon,null,null,Flower Veil,null,Symbiosis,null,Fairy,null,null
Florges,671,florges.png,671.png,78,65,68,112,154,75,552,Fairy,null,Garden Pokemon,null,null,Flower Veil,null,Symbiosis,null,Fairy,null,null
Skiddo,672,skiddo.png,672.png,66,65,48,62,57,52,350,Grass,null,Mount Pokemon,null,null,Sap Sipper,null,Grass Pelt,null,Ground,null,null
Gogoat,673,gogoat.png,673.png,123,100,62,97,81,68,531,Grass,null,Mount Pokemon,null,null,Sap Sipper,null,Grass Pelt,null,Ground,null,null
Pancham,674,pancham.png,674.png,67,82,62,46,48,43,348,Fighting,null,Playful Pokemon,null,null,Iron Fist,Mold Breaker,Scrappy,null,Ground,Humanshape,null
Pangoro,675,pangoro.png,675.png,95,124,78,69,71,58,495,Fighting,Dark,Daunting Pokemon,null,null,Iron Fist,Mold Breaker,Scrappy,null,Ground,Humanshape,null
Furfrou,676,furfrou.png,676.png,75,80,60,65,90,102,472,Normal,null,Poodle Pokemon,null,null,Fur Coat,null,null,null,Ground,null,null
Espurr,677,espurr.png,677.png,62,48,54,63,60,68,355,Psychic,null,Restraint Pokemon,null,null,Keen Eye,Infiltrator,Own Tempo,null,Ground,null,null
Meowstic,678,meowstic.png,678.png,74,48,76,83,81,104,466,Psychic,null,Constraint Pokemon,null,null,Keen Eye,Infiltrator,Prankster,null,Ground,null,null
Honedge,679,honedge.png,679.png,45,80,100,35,37,28,325,Steel,Ghost,Sword Pokemon,null,null,No Guard,null,null,null,Mineral,null,null
Doublade,680,doublade.png,680.png,59,110,150,45,49,35,448,Steel,Ghost,Sword Pokemon,null,null,No Guard,null,null,null,Mineral,null,null
Aegislash,681,aegislash.png,681.png,60,50,140,50,140,60,500,Steel,Ghost,Royal Sword Pokemon,null,null,Stance Change,null,null,null,Mineral,null,null
Spritzee,682,spritzee.png,682.png,78,52,60,63,65,23,341,Fairy,null,Perfume Pokemon,null,null,Healer,null,Aroma Veil,null,Fairy,null,null
Aromatisse,683,aromatisse.png,683.png,101,72,72,99,89,29,462,Fairy,null,Fragrance Pokemon,null,null,Healer,null,Aroma Veil,null,Fairy,null,null
Swirlix,684,swirlix.png,684.png,62,48,66,59,57,49,341,Fairy,null,Cotton Candy Pokemon,null,null,Sweet Veil,null,Unburden,null,Fairy,null,null
Slurpuff,685,slurpuff.png,685.png,82,80,86,85,75,72,480,Fairy,null,Meringue Pokemon,null,null,Sweet Veil,null,Unburden,null,Fairy,null,null
Inkay,686,inkay.png,686.png,53,54,53,37,46,45,288,Dark,Psychic,Revolving Pokemon,null,null,Contrary,Suction Cups,Infiltrator,null,Water1,Water2,null
Malamar,687,malamar.png,687.png,86,92,88,68,75,73,482,Dark,Psychic,Overturning Pokemon,null,null,Contrary,Suction Cups,Infiltrator,null,Water1,Water2,null
Binacle,688,binacle.png,688.png,42,52,67,39,56,50,306,Rock,Water,Two-Handed Pokemon,null,null,Tough Claws,Sniper,Pickpocket,null,Water3,null,null
Barbaracle,689,barbaracle.png,689.png,72,105,115,54,86,68,500,Rock,Water,Collective Pokemon,null,null,Tough Claws,Sniper,Pickpocket,null,Water3,null,null
Skrelp,690,skrelp.png,690.png,50,60,60,60,60,30,320,Poison,Water,Mock Kelp Pokemon,null,null,Poison Point,Poison Touch,Adaptability,null,Water1,Dragon,null
Dragalge,691,dragalge.png,691.png,65,75,90,97,123,44,494,Poison,Dragon,Mock Kelp Pokemon,null,null,Poison Point,Poison Touch,Adaptability,null,Water1,Dragon,null
Clauncher,692,clauncher.png,692.png,50,53,62,58,63,44,330,Water,null,Water Gun Pokemon,null,null,Mega Launcher,null,null,null,Water1,Water3,null
Clawitzer,693,clawitzer.png,693.png,71,73,88,120,89,59,500,Water,null,Howitzer Pokemon,null,null,Mega Launcher,null,null,null,Water1,Water3,null
Helioptile,694,helioptile.png,694.png,44,38,33,61,43,70,289,Electric,Normal,Generator Pokemon,null,null,Dry Skin,Sand Veil,Solar Power,null,Monster,Dragon,null
Heliolisk,695,heliolisk.png,695.png,62,55,52,109,94,109,481,Electric,Normal,Generator Pokemon,null,null,Dry Skin,Sand Veil,Solar Power,null,Monster,Dragon,null
Tyrunt,696,tyrunt.png,696.png,58,89,77,45,45,48,362,Rock,Dragon,Royal Heir Pokemon,null,null,Strong Jaw,null,Sturdy,null,Monster,Dragon,null
Tyrantrum,697,tyrantrum.png,697.png,82,121,119,69,59,71,521,Rock,Dragon,Despot Pokemon,null,null,Strong Jaw,null,Rock Head,null,Monster,Dragon,null
Amaura,698,amaura.png,698.png,77,59,50,67,63,46,362,Rock,Ice,Tundra Pokemon,null,null,Refrigerate,null,Snow Warning,null,Monster,null,null
Aurorus,699,aurorus.png,699.png,123,77,72,99,92,58,521,Rock,Ice,Tundra Pokemon,null,null,Refrigerate,null,Snow Warning,null,Monster,null,null
Sylveon,700,sylveon.png,700.png,95,65,65,110,130,60,525,Fairy,null,Intertwining Pokemon,null,null,Cute Charm,null,Pixilate,null,Ground,null,null
Hawlucha,701,hawlucha.png,701.png,78,92,75,74,63,118,500,Fighting,Flying,Wrestling Pokemon,null,null,Limber,Unburden,Mold Breaker,null,Flying,Humanshape,null
Dedenne,702,dedenne.png,702.png,67,58,57,81,67,101,431,Electric,Fairy,Antenna Pokemon,null,null,Cheek Pouch,Pickup,Plus,null,Ground,Fairy,null
Carbink,703,carbink.png,703.png,50,50,150,50,150,50,500,Rock,Fairy,Jewel Pokemon,null,null,Clear Body,null,Sturdy,null,Mineral,Fairy,null
Goomy,704,goomy.png,704.png,45,50,35,55,75,40,300,Dragon,null,Soft Tissue Pokemon,null,null,Sap Sipper,Hydration,Gooey,null,Dragon,null,null
Sliggoo-hisui,705,sliggoo-hisui.png,705-hisui.png,58,75,83,83,113,40,452,Steel,Dragon,Soft Tissue Pokemon,null,null,Sap Sipper,Hydration,Gooey,null,Dragon,null,null
Sliggoo,705,sliggoo.png,705.png,68,75,53,83,113,60,452,Dragon,null,Soft Tissue Pokemon,null,null,Sap Sipper,Hydration,Gooey,null,Dragon,null,null
Goodra-hisui,706,goodra-hisui.png,706-hisui.png,80,100,100,110,150,60,600,Steel,Dragon,Dragon Pokemon,null,null,Sap Sipper,Hydration,Gooey,null,Dragon,null,null
Goodra,706,goodra.png,706.png,90,100,70,110,150,80,600,Dragon,null,Dragon Pokemon,null,null,Sap Sipper,Hydration,Gooey,null,Dragon,null,null
Klefki,707,klefki.png,707.png,57,80,91,80,87,75,470,Steel,Fairy,Key Ring Pokemon,null,null,Prankster,null,Magician,null,Mineral,null,null
Phantump,708,phantump.png,708.png,43,70,48,50,60,38,309,Ghost,Grass,Stump Pokemon,null,null,Natural Cure,Frisk,Harvest,null,Plant,Indeterminate,null
Trevenant,709,trevenant.png,709.png,85,110,76,65,82,56,474,Ghost,Grass,Elder Tree Pokemon,null,null,Natural Cure,Frisk,Harvest,null,Plant,Indeterminate,null
Pumpkaboo,710,pumpkaboo.png,710.png,49,66,70,44,55,51,335,Ghost,Grass,Pumpkin Pokemon,null,null,Pickup,Frisk,Insomnia,null,Indeterminate,null,null
Gourgeist,711,gourgeist.png,711.png,65,90,122,58,75,84,494,Ghost,Grass,Pumpkin Pokemon,null,null,Pickup,Frisk,Insomnia,null,Indeterminate,null,null
Bergmite,712,bergmite.png,712.png,55,69,85,32,35,28,304,Ice,null,Ice Chunk Pokemon,null,null,Own Tempo,Ice Body,Sturdy,null,Monster,Mineral,null
Avalugg-hisui,713,avalugg-hisui.png,713-hisui.png,95,127,184,34,36,38,514,Ice,Rock,Iceberg Pokemon,null,null,Own Tempo,Ice Body,Sturdy,null,Monster,Mineral,null
Avalugg,713,avalugg.png,713.png,95,117,184,44,46,28,514,Ice,null,Iceberg Pokemon,null,null,Own Tempo,Ice Body,Sturdy,null,Monster,Mineral,null
Noibat,714,noibat.png,714.png,40,30,35,45,40,55,245,Flying,Dragon,Sound Wave Pokemon,null,null,Frisk,Infiltrator,Telepathy,null,Dragon,Flying,null
Noivern,715,noivern.png,715.png,85,70,80,97,80,123,535,Flying,Dragon,Sound Wave Pokemon,null,null,Frisk,Infiltrator,Telepathy,null,Flying,Dragon,null
Xerneas,716,xerneas.png,716.png,126,131,95,131,98,99,680,Fairy,null,Life Pokemon,null,null,Fairy Aura,null,null,null,No-Eggs,null,null
Yveltal,717,yveltal.png,717.png,126,131,95,131,98,99,680,Dark,Flying,Destruction Pokemon,null,null,Dark Aura,null,null,null,No-Eggs,null,null
Zygarde 50%,718,zygarde.png,718.png,108,100,121,81,95,95,600,Dragon,Ground,Order Pokemon,null,null,Aura Break,null,null,null,No-Eggs,null,null
Diancie,719,diancie.png,719.png,50,100,150,100,150,50,600,Rock,Fairy,Jewel Pokemon,null,null,Clear Body,null,null,null,No-Eggs,null,null
Hoopa,720,hoopa.png,720.png,80,110,60,150,130,70,600,Psychic,Ghost,Mischief Pokemon,null,null,Magician,null,null,null,No-Eggs,null,null
Volcanion,721,volcanion.png,721.png,80,110,120,130,90,70,600,Fire,Water,Steam Pokemon,null,null,Water Absorb,null,null,null,No-Eggs,null,null
Rowlet,722,rowlet.png,722.png,68,55,55,50,50,42,320,Grass,Flying,Grass Quill Pokemon,null,null,Overgrow,null,Long Reach,null,Flying,null,null
Dartrix,723,dartrix.png,723.png,78,75,75,70,70,52,420,Grass,Flying,Blade Quill Pokemon,null,null,Overgrow,null,Long Reach,null,Flying,null,null
Decidueye-hisui,724,decidueye-hisui.png,724-hisui.png,88,112,80,95,95,60,530,Grass,Fighting,Arrow Quill Pokemon,null,null,Overgrow,null,Long Reach,null,Flying,null,null
Decidueye,724,decidueye.png,724.png,78,107,75,100,100,70,530,Grass,Ghost,Arrow Quill Pokemon,null,null,Overgrow,null,Long Reach,null,Flying,null,null
Litten,725,litten.png,725.png,45,65,40,60,40,70,320,Fire,null,Fire Cat Pokemon,null,null,Blaze,null,Intimidate,null,Ground,null,null
Torracat,726,torracat.png,726.png,65,85,50,80,50,90,420,Fire,null,Fire Cat Pokemon,null,null,Blaze,null,Intimidate,null,Ground,null,null
Incineroar,727,incineroar.png,727.png,95,115,90,80,90,60,530,Fire,Dark,Heel Pokemon,null,null,Blaze,null,Intimidate,null,Ground,null,null
Popplio,728,popplio.png,728.png,50,54,54,66,56,40,320,Water,null,Sea Lion Pokemon,null,null,Torrent,null,Liquid Voice,null,Ground,Water1,null
Brionne,729,brionne.png,729.png,60,69,69,91,81,50,420,Water,null,Pop Star Pokemon,null,null,Torrent,null,Liquid Voice,null,Water1,Ground,null
Primarina,730,primarina.png,730.png,80,74,74,126,116,60,530,Water,Fairy,Soloist Pokemon,null,null,Torrent,null,Liquid Voice,null,Water1,Ground,null
Pikipek,731,pikipek.png,731.png,35,75,30,30,30,65,265,Normal,Flying,Woodpecker Pokemon,null,null,Keen Eye,Skill Link,Pickup,null,Flying,null,null
Trumbeak,732,trumbeak.png,732.png,55,85,50,40,50,75,355,Normal,Flying,Bugle Beak Pokemon,null,null,Keen Eye,Skill Link,Pickup,null,Flying,null,null
Toucannon,733,toucannon.png,733.png,80,120,75,75,75,60,485,Normal,Flying,Cannon Pokemon,null,null,Keen Eye,Skill Link,Sheer Force,null,Flying,null,null
Yungoos,734,yungoos.png,734.png,48,70,30,30,30,45,253,Normal,null,Loitering Pokemon,null,null,Stakeout,Strong Jaw,Adaptability,null,Ground,null,null
